ID,LATITUDE,LONGITUDE,STEAM_INJECTION,PRESSURE,TEMPERATURE,RECEIVEDTIME
88910369,39.4780872,-0.382042,62,700,11,2023.11.28 04:11:22.0 AM
90908882,39.4736589,-0.3821975,81,850,10,2023.11.28 04:11:22.0 AM
90948396,39.4580012,-0.3383819,98,800,8,2023.11.28 04:11:21.0 AM
90949734,39.4938891,-0.3609602,180,1100,6,2023.11.28 04:11:17.0 AM
90950166,39.4894943,-0.3604856,81,750,9,2023.11.28 04:11:15.0 AM
90992064,39.4736084,-0.3504793,95,850,9,2023.11.28 04:11:13.0 AM
91006101,39.4834176,-0.3576863,97,850,9,2023.11.28 04:11:09.0 AM
91006614,39.4836771,-0.3608167,69,700,10,2023.11.28 04:11:09.0 AM
91034932,39.4761058,-0.3500356,133,900,7,2023.11.28 04:11:09.0 AM
90857958,39.4845058,-0.3573362,104,950,9,2023.11.28 04:11:09.0 AM
91078828,39.4709665,-0.3527535,120,889,7,2023.11.28 04:11:09.0 AM
91078703,39.4837895,-0.380361,90,630,7,2023.11.28 04:11:06.0 AM
91078536,39.4934243,-0.3586199,120,900,8,2023.11.28 04:11:03.0 AM
91078220,39.4899891,-0.3640602,151,1100,7,2023.11.28 04:11:03.0 AM
27686252,39.464275,-0.3852885,130,800,6,2023.11.28 04:10:58.0 AM
91078109,39.4648288,-0.3818026,130,1000,8,2023.11.28 04:10:58.0 AM
91078081,39.4704841,-0.359029,118,1200,10,2023.11.28 04:10:58.0 AM
91078074,39.4726098,-0.3478047,136,1100,8,2023.11.28 04:10:56.0 AM
91078077,39.4625617,-0.3845768,100,770,8,2023.11.28 04:10:56.0 AM
91078054,39.4631399,-0.3686445,65,650,10,2023.11.28 04:10:56.0 AM
91078068,39.4629373,-0.3629679,140,1000,7,2023.11.28 04:10:54.0 AM
91078052,39.4786193,-0.3582098,112,800,7,2023.11.28 04:10:54.0 AM
91078049,39.4617355,-0.3730691,63,750,12,2023.11.28 04:10:53.0 AM
91078066,39.4605189,-0.3765465,50,650,13,2023.11.28 04:10:52.0 AM
91078033,39.4706231,-0.3704349,70,700,10,2023.11.28 04:10:52.0 AM
91077698,39.4707212,-0.3453223,95,749,8,2023.11.28 04:10:52.0 AM
91077606,39.4605573,-0.3517065,65,700,11,2023.11.28 04:10:47.0 AM
87544945,39.4634778,-0.3649687,100,800,8,2023.11.28 04:10:47.0 AM
91077453,39.4619237,-0.3883796,70,790,11,2023.11.28 04:10:39.0 AM
91077444,39.4715447,-0.3476469,120,800,7,2023.11.28 04:10:39.0 AM
90184909,39.4863091,-0.36491,112,750,7,2023.11.28 04:10:39.0 AM
91077368,39.4727468,-0.4014152,115,615,5,2023.11.28 04:10:38.0 AM
91077345,39.4569996,-0.3404261,54,750,14,2023.11.28 04:10:36.0 AM
91077219,39.4582238,-0.3731392,55,650,12,2023.11.28 04:10:33.0 AM
90743636,39.471136,-0.3937793,100,850,9,2023.11.28 04:10:31.0 AM
90750570,39.4480816,-0.3876256,104,750,7,2023.11.28 04:10:31.0 AM
91076692,39.4873594,-0.3735665,140,900,6,2023.11.28 04:10:29.0 AM
91076517,39.4693279,-0.3517289,117,780,7,2023.11.28 04:10:29.0 AM
91076422,39.4783027,-0.3560642,200,1400,7,2023.11.28 04:10:29.0 AM
91076399,39.4729641,-0.3332718,70,700,10,2023.11.28 04:10:26.0 AM
89922421,39.4743061,-0.3858895,159,1800,11,2023.11.28 04:10:26.0 AM
89922572,39.4983449,-0.3723471,112,900,8,2023.11.28 04:10:25.0 AM
89951834,39.4775626,-0.3758457,70,1390,20,2023.11.28 04:10:23.0 AM
90014990,39.4728886,-0.373664,65,1100,17,2023.11.28 04:10:23.0 AM
90047308,39.4693682,-0.3879589,92,1250,14,2023.11.28 04:10:20.0 AM
90127076,39.4773088,-0.3788448,115,1500,13,2023.11.28 04:10:20.0 AM
90142221,39.4662516,-0.3616407,57,1100,19,2023.11.28 04:10:20.0 AM
90213581,39.4865175,-0.36037,130,1400,11,2023.11.28 04:10:16.0 AM
90227679,39.4699779,-0.3716071,120,1999,17,2023.11.28 04:10:15.0 AM
90311276,39.4775211,-0.3778132,190,2900,15,2023.11.28 04:10:15.0 AM
91076180,39.4557612,-0.387218,62,625,10,2023.11.28 04:10:14.0 AM
90323746,39.4705682,-0.3912589,92,1300,14,2023.11.28 04:10:14.0 AM
90325278,39.4750626,-0.3754457,70,1390,20,2023.11.28 04:10:10.0 AM
90368221,39.4704867,-0.3899122,95,1300,14,2023.11.28 04:10:09.0 AM
90565009,39.4767396,-0.3740812,81,1500,19,2023.11.28 04:10:09.0 AM
90599434,39.4702946,-0.3632927,140,2200,16,2023.11.28 04:10:09.0 AM
90750668,39.4744991,-0.3802992,68,900,13,2023.11.28 04:10:06.0 AM
91076154,39.4695414,-0.3368824,90,780,9,2023.11.28 04:10:05.0 AM
90770981,39.4782127,-0.3801202,86,1150,13,2023.11.28 04:10:01.0 AM
90775872,39.4565703,-0.3730241,105,950,9,2023.11.28 04:09:59.0 AM
91076030,39.4616138,-0.37017,71,775,11,2023.11.28 04:09:59.0 AM
91075794,39.4721513,-0.3368476,90,849,9,2023.11.28 04:09:59.0 AM
91075739,39.4767977,-0.3791302,72,750,10,2023.11.28 04:09:58.0 AM
83586625,39.4744992,-0.3357052,110,750,7,2023.11.28 04:09:58.0 AM
90476985,39.4654535,-0.3752711,60,850,14,2023.11.28 04:09:55.0 AM
90477708,39.4651535,-0.3738711,55,800,15,2023.11.28 04:09:54.0 AM
90915330,39.4745259,-0.3706976,140,1990,14,2023.11.28 04:09:53.0 AM
83820344,39.4735534,-0.3535997,100,850,9,2023.11.28 04:09:52.0 AM
90766122,39.4652136,-0.3741573,50,900,18,2023.11.28 04:09:51.0 AM
90986851,39.4695921,-0.3690951,190,1750,9,2023.11.28 04:09:51.0 AM
91008445,39.4659998,-0.3640015,100,1000,10,2023.11.28 04:09:48.0 AM
91000896,39.4768456,-0.384648,67,800,12,2023.11.28 04:09:48.0 AM
88654126,39.4659463,-0.3777558,125,1000,8,2023.11.28 04:09:44.0 AM
89814806,39.4694368,-0.3728561,250,2750,11,2023.11.28 04:09:44.0 AM
91005461,39.4681539,-0.3893192,108,750,7,2023.11.28 04:09:42.0 AM
90988573,39.4656344,-0.3804726,115,1000,9,2023.11.28 04:09:42.0 AM
90573866,39.4681859,-0.3787001,120,1250,10,2023.11.28 04:09:40.0 AM
90230286,39.4661317,-0.3675189,130,1150,9,2023.11.28 04:09:35.0 AM
90990869,39.4964009,-0.3851942,123,1300,11,2023.11.28 04:09:31.0 AM
90865902,39.4745992,-0.3731954,95,850,9,2023.11.28 04:09:30.0 AM
91075160,39.4719401,-0.3313219,84,680,8,2023.11.28 04:09:30.0 AM
91074943,39.4680017,-0.3758114,211,3000,14,2023.11.28 04:09:30.0 AM
91074902,39.4660685,-0.3686112,169,1200,7,2023.11.28 04:09:30.0 AM
91074830,39.479138,-0.3732584,79,800,10,2023.11.28 04:09:28.0 AM
91074836,39.4695189,-0.3889017,115,900,8,2023.11.28 04:09:24.0 AM
91074797,39.462679,-0.3297871,150,2100,14,2023.11.28 04:09:24.0 AM
91074731,39.4714805,-0.3826156,82,650,8,2023.11.28 04:09:22.0 AM
91074646,39.4535376,-0.371847,200,1100,6,2023.11.28 04:09:22.0 AM
91074444,39.4725032,-0.3795932,219,2100,10,2023.11.28 04:09:21.0 AM
91074416,39.4650214,-0.3660927,140,1000,7,2023.11.28 04:09:21.0 AM
91074317,39.4736612,-0.3754157,148,950,6,2023.11.28 04:09:19.0 AM
91074277,39.4541885,-0.3886048,74,650,9,2023.11.28 04:09:19.0 AM
91074217,39.4645972,-0.3892182,105,750,7,2023.11.28 04:09:18.0 AM
82600667,39.4763938,-0.3543132,49,550,11,2023.11.28 04:09:18.0 AM
89883069,39.4621116,-0.3743131,60,750,13,2023.11.28 04:09:18.0 AM
83846520,39.4747271,-0.380905,55,600,11,2023.11.28 04:09:18.0 AM
91074148,39.4616584,-0.3734672,60,950,16,2023.11.28 04:09:16.0 AM
91074139,39.47991,-0.37967,44,700,16,2023.11.28 04:09:16.0 AM
91074104,39.4616584,-0.3734672,60,950,16,2023.11.28 04:09:14.0 AM
87222082,39.4621214,-0.3660927,140,1000,7,2023.11.28 04:09:12.0 AM
91074088,39.4907953,-0.3861483,70,600,9,2023.11.28 04:09:12.0 AM
87365931,39.4618698,-0.3648608,140,1000,7,2023.11.28 04:09:10.0 AM
91074067,39.4616584,-0.3734672,60,750,13,2023.11.28 04:09:08.0 AM
91074038,39.4630729,-0.3422051,91,900,10,2023.11.28 04:09:06.0 AM
91074037,39.4380233,-0.3903254,130,750,6,2023.11.28 04:09:06.0 AM
90573876,39.4706526,-0.3714155,165,1600,10,2023.11.28 04:09:06.0 AM
91073973,39.4533397,-0.4028162,115,680,6,2023.11.28 04:09:00.0 AM
91073948,39.4717832,-0.3870796,60,700,12,2023.11.28 04:09:00.0 AM
91073898,39.4771376,-0.3811014,45,680,15,2023.11.28 04:08:57.0 AM
91073882,39.4698444,-0.3304238,207,2000,10,2023.11.28 04:08:57.0 AM
91073874,39.4801375,-0.3834902,125,1300,10,2023.11.28 04:08:54.0 AM
91073836,39.4852671,-0.3903342,52,595,11,2023.11.28 04:08:54.0 AM
91073812,39.4741089,-0.4010316,80,750,9,2023.11.28 04:08:54.0 AM
91073806,39.469197,-0.3724067,52,710,14,2023.11.28 04:08:52.0 AM
91073764,39.4655597,-0.3661165,80,900,11,2023.11.28 04:08:52.0 AM
91073669,39.4728891,-0.3361358,84,800,10,2023.11.28 04:08:51.0 AM
91073547,39.4746419,-0.3950035,67,650,10,2023.11.28 04:08:47.0 AM
91073524,39.4709486,-0.3879221,115,950,8,2023.11.28 04:08:38.0 AM
91073537,39.470203,-0.4002067,80,600,8,2023.11.28 04:08:37.0 AM
91073520,39.4693748,-0.3784314,77,800,10,2023.11.28 04:08:36.0 AM
91073404,39.471679,-0.3837193,56,750,13,2023.11.28 04:08:31.0 AM
91073376,39.4723041,-0.3822458,75,850,11,2023.11.28 04:08:30.0 AM
91073359,39.459923,-0.3627732,77,600,8,2023.11.28 04:08:30.0 AM
91073282,39.48896,-0.3761295,109,900,8,2023.11.28 04:08:28.0 AM
91073190,39.4689928,-0.377784,136,1300,10,2023.11.28 04:08:27.0 AM
91073138,39.4735882,-0.3845838,96,800,8,2023.11.28 04:08:27.0 AM
91073046,39.4837771,-0.3595167,65,700,11,2023.11.28 04:08:27.0 AM
91072922,39.4533051,-0.3624517,95,820,9,2023.11.28 04:08:24.0 AM
91072868,39.4762233,-0.3619675,93,900,10,2023.11.28 04:08:23.0 AM
39542197,39.4702996,-0.3750399,85,990,12,2023.11.28 04:08:23.0 AM
85878272,39.4786757,-0.3648334,77,800,10,2023.11.28 04:08:23.0 AM
86290312,39.4781564,-0.3642679,85,1100,13,2023.11.28 04:08:20.0 AM
91072645,39.4689206,-0.3746835,60,900,15,2023.11.28 04:08:20.0 AM
91072558,39.4731259,-0.3714976,133,2200,17,2023.11.28 04:08:18.0 AM
89384268,39.4802524,-0.3595447,150,850,6,2023.11.28 04:08:15.0 AM
91072042,39.4875102,-0.3967619,90,675,8,2023.11.28 04:08:14.0 AM
90785731,39.4729886,-0.372764,70,900,13,2023.11.28 04:08:14.0 AM
91071869,39.4701498,-0.3771094,145,1400,10,2023.11.28 04:08:14.0 AM
91071864,39.4631429,-0.3738209,108,750,7,2023.11.28 04:08:14.0 AM
91071673,39.4746572,-0.3593152,105,750,7,2023.11.28 04:08:04.0 AM
91071426,39.4602759,-0.3718873,70,700,10,2023.11.28 04:08:04.0 AM
91071327,39.4683486,-0.3880221,105,950,9,2023.11.28 04:07:58.0 AM
90248324,39.4748516,-0.3847838,60,650,11,2023.11.28 04:07:58.0 AM
91071212,39.4606829,-0.388631,75,650,9,2023.11.28 04:07:56.0 AM
91071043,39.4720971,-0.3537835,75,750,10,2023.11.28 04:07:56.0 AM
91070714,39.484111,-0.4029543,100,700,7,2023.11.28 04:07:55.0 AM
91069995,39.4716518,-0.3785692,80,900,11,2023.11.28 04:07:55.0 AM
91069729,39.4644214,-0.3679927,110,1200,11,2023.11.28 04:07:55.0 AM
85095160,39.458258,-0.3778849,95,650,7,2023.11.28 04:07:54.0 AM
91069173,39.4840331,-0.3905695,180,1200,7,2023.11.28 04:07:52.0 AM
91069158,39.474141,-0.3805317,51,650,13,2023.11.28 04:07:48.0 AM
91069080,39.4749098,-0.3473047,110,1100,10,2023.11.28 04:07:48.0 AM
91069070,39.4756747,-0.3887636,156,1200,8,2023.11.28 04:07:44.0 AM
91069000,39.4883237,-0.3780902,95,650,7,2023.11.28 04:07:44.0 AM
91068983,39.4693279,-0.3482338,90,695,8,2023.11.28 04:07:42.0 AM
82786438,39.4619288,-0.3818026,126,999,8,2023.11.28 04:07:40.0 AM
83898536,39.4914628,-0.3990874,75,799,11,2023.11.28 04:07:40.0 AM
84299255,39.4609609,-0.3630225,120,750,6,2023.11.28 04:07:37.0 AM
84299878,39.4719895,-0.3717052,110,899,8,2023.11.28 04:07:37.0 AM
87324022,39.4787118,-0.3820635,115,899,8,2023.11.28 04:07:22.0 AM
87916656,39.4779548,-0.3812176,60,650,11,2023.11.28 04:07:22.0 AM
90865280,39.4757228,-0.3705452,120,899,7,2023.11.28 04:07:20.0 AM
90945706,39.4611628,-0.3987886,60,650,11,2023.11.28 04:07:20.0 AM
90991146,39.4561361,-0.3770851,100,800,8,2023.11.28 04:07:16.0 AM
90999333,39.4910798,-0.3917219,80,699,9,2023.11.28 04:07:14.0 AM
91039426,39.4544512,-0.3644276,103,820,8,2023.11.28 04:07:14.0 AM
90956206,39.4906891,-0.3885151,60,499,8,2023.11.28 04:07:13.0 AM
91068780,39.4678494,-0.3754907,82,850,10,2023.11.28 04:07:13.0 AM
91068645,39.4740538,-0.3505421,120,1100,9,2023.11.28 04:07:11.0 AM
91068617,39.4785889,-0.3777251,55,750,14,2023.11.28 04:07:10.0 AM
90971625,39.4721981,-0.3862542,98,850,9,2023.11.28 04:07:08.0 AM
91068181,39.4670831,-0.3804617,60,600,10,2023.11.28 04:07:08.0 AM
91068190,39.4755065,-0.3573971,119,1200,10,2023.11.28 04:07:08.0 AM
91068169,39.4658914,-0.3845541,100,725,7,2023.11.28 04:07:05.0 AM
91068105,39.4661061,-0.3683319,147,1300,9,2023.11.28 04:07:05.0 AM
91068094,39.4646038,-0.3479978,80,550,7,2023.11.28 04:07:03.0 AM
91068083,39.4651859,-0.3896104,74,700,9,2023.11.28 04:07:03.0 AM
91067875,39.4683222,-0.3739746,180,1800,10,2023.11.28 04:06:59.0 AM
91067877,39.4862512,-0.3961694,146,1000,7,2023.11.28 04:06:50.0 AM
